location,time,ppi_tot_fin_stage,date
USA,2021-11,119.1345,Nov 2021
USA,2021-12,118.354,Dec 2021
USA,2022-01,120.6711,Jan 2022
USA,2022-02,123.2579,Feb 2022
USA,2022-03,127.1467,Mar 2022
USA,2022-04,128.3258,Apr 2022
USA,2022-05,131.6281,May 2022
USA,2022-06,135.3477,Jun 2022
USA,2022-07,132.931,Jul 2022
USA,2022-08,130.8858,Aug 2022
USA,2022-09,130.7713,Sep 2022
USA,2022-10,131.7947,Oct 2022
USA,2022-11,131.8318,Nov 2022
USA,2022-12,128.9866,Dec 2022
MEX,1981-01,0.09528271,Jan 1981
MEX,1981-02,0.09751995,Feb 1981
MEX,1981-03,0.09911589,Mar 1981
MEX,1981-04,0.09994812,Apr 1981
MEX,1981-05,0.101482,May 1981
MEX,1981-06,0.1028299,Jun 1981
MEX,1981-07,0.1056269,Jul 1981
MEX,1981-08,0.1067659,Aug 1981
MEX,1981-09,0.1088302,Sep 1981
MEX,1981-10,0.1100818,Oct 1981
MEX,1981-11,0.112776,Nov 1981
MEX,1981-12,0.1158063,Dec 1981
MEX,1982-01,0.1221002,Jan 1982
MEX,1982-02,0.1252856,Feb 1982
MEX,1982-03,0.1301729,Mar 1982
MEX,1982-04,0.1413232,Apr 1982
MEX,1982-05,0.1469563,May 1982
MEX,1982-06,0.1515728,Jun 1982
MEX,1982-07,0.1578733,Jul 1982
MEX,1982-08,0.1751381,Aug 1982
MEX,1982-09,0.1851543,Sep 1982
MEX,1982-10,0.1921532,Oct 1982
MEX,1982-11,0.1995095,Nov 1982
MEX,1982-12,0.21462030000000001,Dec 1982
MEX,1983-01,0.2472749,Jan 1983
MEX,1983-02,0.2608582,Feb 1983
MEX,1983-03,0.273722,Mar 1983
MEX,1983-04,0.2916526,Apr 1983
MEX,1983-05,0.3045261,May 1983
MEX,1983-06,0.3167828,Jun 1983
MEX,1983-07,0.3308639,Jul 1983
MEX,1983-08,0.3425315,Aug 1983
MEX,1983-09,0.3493917,Sep 1983
MEX,1983-10,0.3568182,Oct 1983
MEX,1983-11,0.377952,Nov 1983
MEX,1983-12,0.3906591,Dec 1983
MEX,1984-01,0.4289337,Jan 1984
MEX,1984-02,0.4543985,Feb 1984
MEX,1984-03,0.4729328,Mar 1984
MEX,1984-04,0.4910674,Apr 1984
MEX,1984-05,0.5050522,May 1984
MEX,1984-06,0.5272174,Jun 1984
MEX,1984-07,0.5417554,Jul 1984
MEX,1984-08,0.5525059,Aug 1984
MEX,1984-09,0.5712768,Sep 1984
MEX,1984-10,0.595929,Oct 1984
MEX,1984-11,0.6139134,Nov 1984
MEX,1984-12,0.6386781,Dec 1984
MEX,1985-01,0.694379,Jan 1985
MEX,1985-02,0.7141079,Feb 1985
MEX,1985-03,0.7392789,Mar 1985
MEX,1985-04,0.7626712,Apr 1985
MEX,1985-05,0.7834738,May 1985
MEX,1985-06,0.801863,Jun 1985
MEX,1985-07,0.8310875,Jul 1985
MEX,1985-08,0.8698452,Aug 1985
MEX,1985-09,0.8933843,Sep 1985
MEX,1985-10,0.9287298,Oct 1985
MEX,1985-11,0.969635,Nov 1985
MEX,1985-12,1.026632,Dec 1985
MEX,1986-01,1.126405,Jan 1986
MEX,1986-02,1.176382,Feb 1986
MEX,1986-03,1.247066,Mar 1986
MEX,1986-04,1.304467,Apr 1986
MEX,1986-05,1.380501,May 1986
MEX,1986-06,1.482427,Jun 1986
MEX,1986-07,1.551775,Jul 1986
MEX,1986-08,1.651012,Aug 1986
MEX,1986-09,1.758801,Sep 1986
MEX,1986-10,1.868382,Oct 1986
MEX,1986-11,2.008987,Nov 1986
MEX,1986-12,2.14654,Dec 1986
MEX,1987-01,2.355213,Jan 1987
MEX,1987-02,2.515932,Feb 1987
MEX,1987-03,2.715153,Mar 1987
MEX,1987-04,2.967267,Apr 1987
MEX,1987-05,3.197036,May 1987
MEX,1987-06,3.442604,Jun 1987
MEX,1987-07,3.764734,Jul 1987
MEX,1987-08,4.065158,Aug 1987
MEX,1987-09,4.398138,Sep 1987
MEX,1987-10,4.794755,Oct 1987
MEX,1987-11,5.134666,Nov 1987
MEX,1987-12,5.795278,Dec 1987
MEX,1988-01,6.877054,Jan 1988
MEX,1988-02,7.309119,Feb 1988
MEX,1988-03,7.498858,Mar 1988
MEX,1988-04,7.622411,Apr 1988
MEX,1988-05,7.703864,May 1988
MEX,1988-06,7.833503,Jun 1988
MEX,1988-07,7.965822,Jul 1988
MEX,1988-08,7.969347,Aug 1988
MEX,1988-09,7.920251,Sep 1988
MEX,1988-10,7.913261,Oct 1988
MEX,1988-11,7.996605,Nov 1988
MEX,1988-12,8.082322,Dec 1988
MEX,1989-01,8.189386,Jan 1989
MEX,1989-02,8.23786,Feb 1989
MEX,1989-03,8.286365,Mar 1989
MEX,1989-04,8.381842,Apr 1989
MEX,1989-05,8.475014,May 1989
MEX,1989-06,8.539988,Jun 1989
MEX,1989-07,8.641943,Jul 1989
MEX,1989-08,8.770225,Aug 1989
MEX,1989-09,8.809295,Sep 1989
MEX,1989-10,8.901229,Oct 1989
MEX,1989-11,8.95755,Nov 1989
MEX,1989-12,9.153573,Dec 1989
MEX,1990-01,9.483294,Jan 1990
MEX,1990-02,9.733862,Feb 1990
MEX,1990-03,9.864821,Mar 1990
MEX,1990-04,9.991116,Apr 1990
MEX,1990-05,10.12292,May 1990
MEX,1990-06,10.28735,Jun 1990
MEX,1990-07,10.50809,Jul 1990
MEX,1990-08,10.71535,Aug 1990
MEX,1990-09,10.89869,Sep 1990
MEX,1990-10,11.04381,Oct 1990
MEX,1990-11,11.35282,Nov 1990
MEX,1990-12,11.74786,Dec 1990
MEX,1991-01,12.00485,Jan 1991
MEX,1991-02,12.17699,Feb 1991
MEX,1991-03,12.3221,Mar 1991
MEX,1991-04,12.41418,Apr 1991
MEX,1991-05,12.54476,May 1991
MEX,1991-06,12.70761,Jun 1991
MEX,1991-07,12.8449,Jul 1991
MEX,1991-08,12.92945,Aug 1991
MEX,1991-09,13.03907,Sep 1991
MEX,1991-10,13.16991,Oct 1991
MEX,1991-11,13.2963,Nov 1991
MEX,1991-12,13.49422,Dec 1991
MEX,1992-01,13.68561,Jan 1992
MEX,1992-02,13.8458,Feb 1992
MEX,1992-03,13.99325,Mar 1992
MEX,1992-04,14.13088,Apr 1992
MEX,1992-05,14.21878,May 1992
MEX,1992-06,14.30113,Jun 1992
MEX,1992-07,14.39946,Jul 1992
MEX,1992-08,14.46482,Aug 1992
MEX,1992-09,14.51984,Sep 1992
MEX,1992-10,14.62642,Oct 1992
MEX,1992-11,14.72997,Nov 1992
MEX,1992-12,14.89482,Dec 1992
MEX,1993-01,15.01001,Jan 1993
MEX,1993-02,15.07366,Feb 1993
MEX,1993-03,15.11254,Mar 1993
MEX,1993-04,15.18388,Apr 1993
MEX,1993-05,15.28782,May 1993
MEX,1993-06,15.36612,Jun 1993
MEX,1993-07,15.42592,Jul 1993
MEX,1993-08,15.49893,Aug 1993
MEX,1993-09,15.56614,Sep 1993
MEX,1993-10,15.5975,Oct 1993
MEX,1993-11,15.64996,Nov 1993
MEX,1993-12,15.76729,Dec 1993
MEX,1994-01,15.75215,Jan 1994
MEX,1994-02,15.8158,Feb 1994
MEX,1994-03,15.91455,Mar 1994
MEX,1994-04,16.04104,Apr 1994
MEX,1994-05,16.17552,May 1994
MEX,1994-06,16.31572,Jun 1994
MEX,1994-07,16.42834,Jul 1994
MEX,1994-08,16.44466,Aug 1994
MEX,1994-09,16.55222,Sep 1994
MEX,1994-10,16.65472,Oct 1994
MEX,1994-11,16.76945,Nov 1994
MEX,1994-12,16.99142,Dec 1994
MEX,1995-01,18.08479,Jan 1995
MEX,1995-02,18.84177,Feb 1995
MEX,1995-03,20.0151,Mar 1995
MEX,1995-04,21.55175,Apr 1995
MEX,1995-05,22.28588,May 1995
MEX,1995-06,22.87818,Jun 1995
MEX,1995-07,23.16527,Jul 1995
MEX,1995-08,23.51096,Aug 1995
MEX,1995-09,23.88178,Sep 1995
MEX,1995-10,24.31266,Oct 1995
MEX,1995-11,25.07454,Nov 1995
MEX,1995-12,25.92814,Dec 1995
MEX,1996-01,26.73,Jan 1996
MEX,1996-02,27.33014,Feb 1996
MEX,1996-03,28.01661,Mar 1996
MEX,1996-04,28.87086,Apr 1996
MEX,1996-05,29.20463,May 1996
MEX,1996-06,29.59292,Jun 1996
MEX,1996-07,30.04567,Jul 1996
MEX,1996-08,30.41649,Aug 1996
MEX,1996-09,30.94889,Sep 1996
MEX,1996-10,31.4333,Oct 1996
MEX,1996-11,31.85505,Nov 1996
MEX,1996-12,32.84624,Dec 1996
MEX,1997-01,33.60289,Jan 1997
MEX,1997-02,33.99215,Feb 1997
MEX,1997-03,34.2972,Mar 1997
MEX,1997-04,34.6135,Apr 1997
MEX,1997-05,35.0044,May 1997
MEX,1997-06,35.26488,Jun 1997
MEX,1997-07,35.49159,Jul 1997
MEX,1997-08,35.78211,Aug 1997
MEX,1997-09,36.15129,Sep 1997
MEX,1997-10,36.55394,Oct 1997
MEX,1997-11,37.0377,Nov 1997
MEX,1997-12,37.28448,Dec 1997
MEX,1998-01,38.0413,Jan 1998
MEX,1998-02,38.69252,Feb 1998
MEX,1998-03,39.05109,Mar 1998
MEX,1998-04,39.42681,Apr 1998
MEX,1998-05,39.76368,May 1998
MEX,1998-06,40.21774,Jun 1998
MEX,1998-07,40.58154,Jul 1998
MEX,1998-08,41.05176,Aug 1998
MEX,1998-09,42.04344,Sep 1998
MEX,1998-10,42.58073,Oct 1998
MEX,1998-11,43.05715,Nov 1998
MEX,1998-12,43.84759,Dec 1998
MEX,1999-01,44.95107,Jan 1999
MEX,1999-02,45.46225,Feb 1999
MEX,1999-03,46.03938,Mar 1999
MEX,1999-04,46.45018,Apr 1999
MEX,1999-05,46.81121,May 1999
MEX,1999-06,47.2793,Jun 1999
MEX,1999-07,47.69859,Jul 1999
MEX,1999-08,48.0495,Aug 1999
MEX,1999-09,48.56787,Sep 1999
MEX,1999-10,48.94016,Oct 1999
MEX,1999-11,49.39437,Nov 1999
MEX,1999-12,49.85773,Dec 1999
MEX,2000-01,50.55384,Jan 2000
MEX,2000-02,51.13912,Feb 2000
MEX,2000-03,51.29254,Mar 2000
MEX,2000-04,51.48578,Apr 2000
MEX,2000-05,51.97526,May 2000
MEX,2000-06,52.52708,Jun 2000
MEX,2000-07,52.54389,Jul 2000
MEX,2000-08,52.84143,Aug 2000
MEX,2000-09,53.16932,Sep 2000
MEX,2000-10,53.51876,Oct 2000
MEX,2000-11,53.82576,Nov 2000
MEX,2000-12,53.87505,Dec 2000
MEX,2001-01,54.4543,Jan 2001
MEX,2001-02,54.3815,Feb 2001
MEX,2001-03,54.60233,Mar 2001
MEX,2001-04,54.79378,Apr 2001
MEX,2001-05,55.01183,May 2001
MEX,2001-06,55.10176,Jun 2001
MEX,2001-07,55.01216,Jul 2001
MEX,2001-08,55.31149,Aug 2001
MEX,2001-09,55.74482,Sep 2001
MEX,2001-10,55.82822,Oct 2001
MEX,2001-11,55.82006,Nov 2001
MEX,2001-12,55.85319,Dec 2001
MEX,2002-01,56.33124,Jan 2002
MEX,2002-02,56.38363,Feb 2002
MEX,2002-03,56.86789,Mar 2002
MEX,2002-04,57.30138,Apr 2002
MEX,2002-05,57.65506,May 2002
MEX,2002-06,57.98704,Jun 2002
MEX,2002-07,58.19122,Jul 2002
MEX,2002-08,58.49757,Aug 2002
MEX,2002-09,58.91669,Sep 2002
MEX,2002-10,58.99895,Oct 2002
MEX,2002-11,59.32995,Nov 2002
MEX,2002-12,59.78874,Dec 2002
MEX,2003-01,60.2601,Jan 2003
MEX,2003-02,60.75251,Feb 2003
MEX,2003-03,60.93368,Mar 2003
MEX,2003-04,60.69718,Apr 2003
MEX,2003-05,60.5862,May 2003
MEX,2003-06,60.87149,Jun 2003
MEX,2003-07,60.95196,Jul 2003
MEX,2003-08,61.17311,Aug 2003
MEX,2003-09,61.51782,Sep 2003
MEX,2003-10,61.90251,Oct 2003
MEX,2003-11,62.26141,Nov 2003
MEX,2003-12,62.67826,Dec 2003
MEX,2004-01,62.9741,Jan 2004
MEX,2004-02,63.65416,Feb 2004
MEX,2004-03,64.22265,Mar 2004
MEX,2004-04,64.83565,Apr 2004
MEX,2004-05,65.08824,May 2004
MEX,2004-06,65.3985,Jun 2004
MEX,2004-07,65.71126,Jul 2004
MEX,2004-08,66.05537,Aug 2004
MEX,2004-09,66.34682,Sep 2004
MEX,2004-10,66.65457,Oct 2004
MEX,2004-11,66.84762,Nov 2004
MEX,2004-12,66.79434,Dec 2004
MEX,2005-01,67.07953,Jan 2005
MEX,2005-02,67.41673,Feb 2005
MEX,2005-03,67.76147,Mar 2005
MEX,2005-04,68.01093,Apr 2005
MEX,2005-05,67.98586,May 2005
MEX,2005-06,68.05355,Jun 2005
MEX,2005-07,68.48415,Jul 2005
MEX,2005-08,68.61013,Aug 2005
MEX,2005-09,68.89532,Sep 2005
MEX,2005-10,69.09401,Oct 2005
MEX,2005-11,69.18928,Nov 2005
MEX,2005-12,69.47258,Dec 2005
MEX,2006-01,69.91759,Jan 2006
MEX,2006-02,70.10939,Feb 2006
MEX,2006-03,70.51555,Mar 2006
MEX,2006-04,71.31657,Apr 2006
MEX,2006-05,71.83054,May 2006
MEX,2006-06,72.28872,Jun 2006
MEX,2006-07,72.73373,Jul 2006
MEX,2006-08,72.98758,Aug 2006
MEX,2006-09,73.07345,Sep 2006
MEX,2006-10,73.05214,Oct 2006
MEX,2006-11,73.09914,Nov 2006
MEX,2006-12,73.29157,Dec 2006
MEX,2007-01,73.37431,Jan 2007
MEX,2007-02,73.76353,Feb 2007
MEX,2007-03,74.12206,Mar 2007
MEX,2007-04,74.2775,Apr 2007
MEX,2007-05,74.08445,May 2007
MEX,2007-06,74.58086,Jun 2007
MEX,2007-07,74.97573,Jul 2007
MEX,2007-08,75.37688,Aug 2007
MEX,2007-09,75.76423,Sep 2007
MEX,2007-10,75.96041,Oct 2007
MEX,2007-11,76.40856,Nov 2007
MEX,2007-12,76.5195,Dec 2007
MEX,2008-01,77.00526,Jan 2008
MEX,2008-02,77.53113,Feb 2008
MEX,2008-03,78.26383,Mar 2008
MEX,2008-04,78.73956,Apr 2008
MEX,2008-05,79.20025,May 2008
MEX,2008-06,79.95302,Jun 2008
MEX,2008-07,80.54094,Jul 2008
MEX,2008-08,80.33786,Aug 2008
MEX,2008-09,80.35165,Sep 2008
MEX,2008-10,81.26111,Oct 2008
MEX,2008-11,81.40401,Nov 2008
MEX,2008-12,81.49615,Dec 2008
MEX,2009-01,81.92738,Jan 2009
MEX,2009-02,82.47456,Feb 2009
MEX,2009-03,83.22169,Mar 2009
MEX,2009-04,82.80927,Apr 2009
MEX,2009-05,82.88949,May 2009
MEX,2009-06,83.33388,Jun 2009
MEX,2009-07,83.61343,Jul 2009
MEX,2009-08,83.88795,Aug 2009
MEX,2009-09,84.32671,Sep 2009
MEX,2009-10,84.42386,Oct 2009
MEX,2009-11,84.82249,Nov 2009
MEX,2009-12,85.03685,Dec 2009
MEX,2010-01,85.35588,Jan 2010
MEX,2010-02,85.83725,Feb 2010
MEX,2010-03,86.41702,Mar 2010
MEX,2010-04,86.19702,Apr 2010
MEX,2010-05,86.42266,May 2010
MEX,2010-06,86.56055,Jun 2010
MEX,2010-07,86.95418,Jul 2010
MEX,2010-08,86.95418,Aug 2010
MEX,2010-09,87.15976,Sep 2010
MEX,2010-10,87.22307,Oct 2010
MEX,2010-11,87.63486,Nov 2010
MEX,2010-12,88.34689,Dec 2010
MEX,2011-01,88.59447,Jan 2011
MEX,2011-02,89.16108,Feb 2011
MEX,2011-03,89.94581,Mar 2011
MEX,2011-04,90.2661,Apr 2011
MEX,2011-05,89.98279,May 2011
MEX,2011-06,90.27737,Jun 2011
MEX,2011-07,90.94741,Jul 2011
MEX,2011-08,91.21504,Aug 2011
MEX,2011-09,91.8155,Sep 2011
MEX,2011-10,92.47613,Oct 2011
MEX,2011-11,93.41568,Nov 2011
MEX,2011-12,94.16029,Dec 2011
MEX,2012-01,94.27312,Jan 2012
MEX,2012-02,94.13898,Feb 2012
MEX,2012-03,94.58337,Mar 2012
MEX,2012-04,94.64856,Apr 2012
MEX,2012-05,94.96884,May 2012
MEX,2012-06,95.24588,Jun 2012
MEX,2012-07,95.0159,Jul 2012
MEX,2012-08,95.24187,Aug 2012
MEX,2012-09,95.47878,Sep 2012
MEX,2012-10,95.33576,Oct 2012
MEX,2012-11,95.38266,Nov 2012
MEX,2012-12,95.10667,Dec 2012
MEX,2013-01,95.39217,Jan 2013
MEX,2013-02,96.03347,Feb 2013
MEX,2013-03,96.00694,Mar 2013
MEX,2013-04,95.40926,Apr 2013
MEX,2013-05,95.2181,May 2013
MEX,2013-06,95.84446,Jun 2013
MEX,2013-07,95.80498,Jul 2013
MEX,2013-08,95.87054,Aug 2013
MEX,2013-09,96.34177,Sep 2013
MEX,2013-10,96.14328,Oct 2013
MEX,2013-11,96.18032,Nov 2013
MEX,2013-12,96.50552,Dec 2013
MEX,2014-01,96.84765,Jan 2014
MEX,2014-02,97.51385,Feb 2014
MEX,2014-03,97.6164,Mar 2014
MEX,2014-04,97.67056,Apr 2014
MEX,2014-05,97.69527,May 2014
MEX,2014-06,97.73014,Jun 2014
MEX,2014-07,97.89492,Jul 2014
MEX,2014-08,98.05116,Aug 2014
MEX,2014-09,98.07162,Sep 2014
MEX,2014-10,97.87069,Oct 2014
MEX,2014-11,98.00078,Nov 2014
MEX,2014-12,98.22988,Dec 2014
MEX,2015-01,97.806,Jan 2015
MEX,2015-02,98.52068,Feb 2015
MEX,2015-03,99.30257,Mar 2015
MEX,2015-04,99.57376,Apr 2015
MEX,2015-05,99.65246,May 2015
MEX,2015-06,100.0865,Jun 2015
MEX,2015-07,100.3276,Jul 2015
MEX,2015-08,100.5179,Aug 2015
MEX,2015-09,100.9596,Sep 2015
MEX,2015-10,101.0055,Oct 2015
MEX,2015-11,101.0414,Nov 2015
MEX,2015-12,101.206,Dec 2015
MEX,2016-01,102.0094,Jan 2016
MEX,2016-02,103.0035,Feb 2016
MEX,2016-03,103.244,Mar 2016
MEX,2016-04,103.526,Apr 2016
MEX,2016-05,104.6361,May 2016
MEX,2016-06,105.8513,Jun 2016
MEX,2016-07,106.1495,Jul 2016
MEX,2016-08,106.2608,Aug 2016
MEX,2016-09,107.4094,Sep 2016
MEX,2016-10,107.8289,Oct 2016
MEX,2016-11,108.966,Nov 2016
MEX,2016-12,110.3766,Dec 2016
MEX,2017-01,112.5031,Jan 2017
MEX,2017-02,112.7483,Feb 2017
MEX,2017-03,112.2471,Mar 2017
MEX,2017-04,111.9879,Apr 2017
MEX,2017-05,112.2359,May 2017
MEX,2017-06,111.6444,Jun 2017
MEX,2017-07,111.6753,Jul 2017
MEX,2017-08,111.9749,Aug 2017
MEX,2017-09,112.3075,Sep 2017
MEX,2017-10,113.6348,Oct 2017
MEX,2017-11,114.9777,Nov 2017
MEX,2017-12,115.5098,Dec 2017
MEX,2018-01,116.4624,Jan 2018
MEX,2018-02,116.5531,Feb 2018
MEX,2018-03,117.1177,Mar 2018
MEX,2018-04,117.0735,Apr 2018
MEX,2018-05,119.0307,May 2018
MEX,2018-06,120.6582,Jun 2018
MEX,2018-07,119.7941,Jul 2018
MEX,2018-08,119.5302,Aug 2018
MEX,2018-09,120.5442,Sep 2018
MEX,2018-10,121.1419,Oct 2018
MEX,2018-11,122.1911,Nov 2018
MEX,2018-12,122.1166,Dec 2018
MEX,2019-01,121.5302,Jan 2019
MEX,2019-02,121.7955,Feb 2019
MEX,2019-03,122.2498,Mar 2019
MEX,2019-04,122.7477,Apr 2019
MEX,2019-05,122.7078,May 2019
MEX,2019-06,123.1981,Jun 2019
MEX,2019-07,123.2671,Jul 2019
MEX,2019-08,122.9492,Aug 2019
MEX,2019-09,123.7733,Sep 2019
MEX,2019-10,123.3965,Oct 2019
MEX,2019-11,123.66,Nov 2019
MEX,2019-12,124.1952,Dec 2019
MEX,2020-01,123.7204,Jan 2020
MEX,2020-02,123.7951,Feb 2020
MEX,2020-03,126.6285,Mar 2020
MEX,2020-04,128.8235,Apr 2020
MEX,2020-05,128.5843,May 2020
MEX,2020-06,128.007,Jun 2020
MEX,2020-07,129.1902,Jul 2020
MEX,2020-08,129.542,Aug 2020
MEX,2020-09,129.1183,Sep 2020
MEX,2020-10,129.2812,Oct 2020
MEX,2020-11,128.8107,Nov 2020
MEX,2020-12,128.8047,Dec 2020
MEX,2021-01,129.9593,Jan 2021
MEX,2021-02,131.3145,Feb 2021
MEX,2021-03,133.1563,Mar 2021
MEX,2021-04,133.3628,Apr 2021
MEX,2021-05,134.2595,May 2021
MEX,2021-06,135.3802,Jun 2021
MEX,2021-07,135.9532,Jul 2021
MEX,2021-08,136.3552,Aug 2021
MEX,2021-09,136.8755,Sep 2021
MEX,2021-10,138.2048,Oct 2021
MEX,2021-11,139.5375,Nov 2021
MEX,2021-12,140.6413,Dec 2021
MEX,2022-01,141.305,Jan 2022
MEX,2022-02,142.8356,Feb 2022
MEX,2022-03,145.1827,Mar 2022
MEX,2022-04,146.0326,Apr 2022
MEX,2022-05,146.9361,May 2022
MEX,2022-06,147.8067,Jun 2022
MEX,2022-07,148.5532,Jul 2022
MEX,2022-08,148.2222,Aug 2022
MEX,2022-09,148.1194,Sep 2022
MEX,2022-10,148.1804,Oct 2022
MEX,2022-11,147.9316,Nov 2022
MEX,2022-12,148.1621,Dec 2022
MEX,2023-01,148.8097,Jan 2023
